Configuration,Accuracy,Std,Train Time (s)
translob_raw,64.89309060603694,1.0043452136749405,111.8660758336385
translob_combined,67.15107951142016,0.536576097494112,112.10535089174907
catboost_raw,68.47409953902648,0.39287163003637315,34.835169394811
catboost_combined,73.43282027241713,0.3274781856325912,58.93934893608093
