preprocess,model,depth,horizon_ms,accuracy,f1_macro,f1_weighted,mcc,precision,recall,training_time,inference_time_ms,n_samples,f1_class_0,f1_class_1,f1_class_2
raw,logistic,5,100,0.494,0.3319184753160542,0.48850016898653015,0.0065845675460769314,0.32922871641917206,0.3356038288417009,1.3960282802581787,0.00039899349212646484,2000,0.5184108527131783,0.0,0.4773445732349842
raw,logistic,5,500,0.4917458729364682,0.319513418792854,0.4784147168799297,-0.019728820771377803,0.3233401530185156,0.32691622685015237,1.1628327369689941,0.0020214889930927375,1999,0.5662650602409639,0.0,0.3922751961375981
raw,logistic,5,1000,0.493993993993994,0.31996079669534555,0.4818061905144548,-0.02228109138815638,0.32368179998135077,0.3261455315702582,1.8254311084747314,0.00013460268129457585,1998,0.5691056910569106,0.0,0.3907766990291262
raw,logistic,5,5000,0.5236180904522613,0.27772857002263557,0.43133826795625607,-0.001504651754372657,0.3318492923117815,0.3330432153247687,2.0272321701049805,0.00014712463072196922,1990,0.6666666666666666,0.0,0.16651904340124005
raw,logistic,5,10000,0.5323232323232323,0.31693483706109876,0.4934985158976953,0.00742941973575999,0.3356983716923854,0.33540394541703605,1.4820599555969238,0.00013691006284771544,1980,0.6486897075579188,0.0,0.3021148036253776
raw,logistic,10,100,0.4855,0.3141186847304544,0.46262035668924634,-0.012201696353180804,0.32235810123744324,0.3294213613620895,1.6621510982513428,0.0003490447998046875,2000,0.5698560541913632,0.0,0.3725
raw,logistic,10,500,0.5152576288144072,0.32041248670733957,0.48161954100623383,0.02358969348280049,0.33946942232522864,0.34026979038358524,1.50453782081604,0.00016864625855408173,1999,0.618066561014263,0.0,0.34317089910775567
raw,logistic,10,1000,0.5105105105105106,0.3201437864076106,0.48402946600301816,0.004512964075731541,0.3331947331947332,0.33469850440633336,1.9418458938598633,0.00013269342340387262,1998,0.6079613992762364,0.0,0.35246995994659547
raw,logistic,10,5000,0.5291457286432161,0.2621874886082172,0.41054870436399227,0.009580095422283337,0.33684251207729465,0.3348023111372626,2.218722105026245,0.0012185705367045187,1990,0.6809962470146708,0.0,0.10556621880998081
raw,logistic,10,10000,0.5333333333333333,0.31134290292374295,0.4867702075652278,0.003938577392412561,0.3343352677190956,0.3343793411048604,1.4634323120117188,0.00012113590433139995,1980,0.6554684583799926,0.0,0.27856025039123633
raw,logistic,20,100,0.4825,0.30440849702889494,0.44844615728183895,-0.019909568247381954,0.3187441983793372,0.32725235405874886,1.6189289093017578,0.00012254714965820312,2000,0.5838762214983714,0.0,0.3293492695883134
raw,logistic,20,500,0.5147573786893447,0.30935733160697887,0.4662547689521871,0.019724939504291182,0.33949843260188084,0.33873825003330915,1.488919734954834,0.00012308552958119684,1999,0.6305756767060617,0.0,0.2974963181148748
raw,logistic,20,1000,0.522022022022022,0.2992010403319228,0.4565411983836525,0.020325222581346263,0.34073687836356,0.3383145825461253,1.2231578826904297,0.00012923289347697308,1998,0.6507878343715646,0.0,0.24681528662420382
raw,logistic,20,5000,0.5201005025125628,0.229986465869896,0.3657215091060872,-0.0834981322491935,0.21227901360351695,0.32683632440913996,1.5572311878204346,0.0003240815359144355,1990,0.6836700894335873,0.0,0.006289308176100629
raw,logistic,20,10000,0.552020202020202,0.23780877888958063,0.39466158468443,-0.024834837903358477,0.25097046413502105,0.33249514624776644,1.470400094985962,0.000127276988944622,1980,0.7111690003256268,0.0,0.002257336343115124
raw,logistic,40,100,0.4955,0.332636154352564,0.4893779640329249,0.010320252107175003,0.3306705248702598,0.3368767611061176,1.528169870376587,0.00011491775512695312,2000,0.47491995731056563,0.0,0.5229885057471264
raw,logistic,40,500,0.4912456228114057,0.31450769555133884,0.47163299549838167,-0.02438365797085374,0.32229770468223745,0.32571165982809774,1.2936220169067383,0.00023770296555748578,1999,0.5766666666666667,0.0,0.3668564199873498
raw,logistic,40,1000,0.5105105105105106,0.33187220020064867,0.49929147099487253,0.012528902771921936,0.335971389226938,0.33740006690421726,2.7873101234436035,0.00013257409478570367,1998,0.5813653928724775,0.0,0.4142512077294686
raw,logistic,40,5000,0.5266331658291458,0.23189672656850954,0.36875693494714,-0.042582707983136216,0.24771062271062272,0.3309398597626753,1.4011821746826172,0.00011405753130888818,1990,0.6893139841688655,0.0,0.006376195536663124
raw,logistic,40,10000,0.554040404040404,0.24111082210165236,0.3991700266329062,0.014911256358538539,0.3698630136986301,0.33400857795416067,2.02561092376709,0.00033246146308051213,1980,0.7120965112487773,0.0,0.011235955056179775
raw,xgboost,5,100,0.494,0.3324722896151468,0.4892218139003853,0.00697469886463809,0.32940587867417137,0.3357396082832387,0.2948188781738281,0.0007750988006591797,2000,0.4959183673469388,0.0,0.5014985014985015
raw,xgboost,5,500,0.5092546273136568,0.34054943740534277,0.5058384041082772,0.030897873925304187,0.34088588020009625,0.343773367376627,0.08908915519714355,0.0003977618615826468,1999,0.493492972410203,0.0,0.5281553398058253
raw,xgboost,5,1000,0.5370370370370371,0.35627794489871184,0.5292590522000216,0.09387131342761956,0.3636911890868011,0.3641366985883752,0.08626675605773926,0.0005075046130725452,1998,0.49058693244739754,0.0,0.578246902248738
raw,xgboost,5,5000,0.5804020100502513,0.3468953521611264,0.5295677234995454,0.16058460649195225,0.40280169497062274,0.37437890229152365,0.08368897438049316,0.0005341055405199827,1990,0.6908821349147517,0.0,0.34980392156862744
raw,xgboost,5,10000,0.591919191919192,0.3570485488167634,0.5523557295266794,0.1508860836047843,0.3951433214387429,0.3742608902182048,0.08455395698547363,0.000382914687647964,1980,0.6976047904191617,0.0,0.3735408560311284
raw,xgboost,10,100,0.4785,0.32097276717281553,0.47220006750355736,-0.02326581783351467,0.31915584415584414,0.3253375868321651,0.09985995292663574,0.0003789663314819336,2000,0.45361930294906166,0.0,0.5092989985693849
raw,xgboost,10,500,0.51975987993997,0.3469555384391789,0.5149947493454615,0.053757526577490805,0.3486704551272206,0.3513875633213421,0.0896151065826416,0.0004081382579717593,1999,0.49307774227902024,0.0,0.5477888730385164
raw,xgboost,10,1000,0.5355355355355356,0.35656227811676516,0.5302735147268223,0.08708689217163039,0.3610002047502048,0.36225552535385425,0.0872502326965332,0.00037970366301359954,1998,0.5026910656620022,0.0,0.5669957686882934
raw,xgboost,10,5000,0.5346733668341709,0.2923099891505638,0.4520226594276937,0.035991377114022095,0.3507961938888602,0.3410858177241673,0.08728909492492676,0.00041058315104575615,1990,0.6714031971580817,0.0,0.20552677029360966
raw,xgboost,10,10000,0.5747474747474748,0.3250569503711,0.50981097690389,0.10540670926534339,0.38338588823418346,0.35798252373022255,0.13568997383117676,0.0004934542106859612,1980,0.6990707648320229,0.0,0.27610008628127697
raw,xgboost,20,100,0.487,0.32776819618747843,0.48232222531415386,-0.0069099479142655795,0.324656963880741,0.33094368443749383,0.1583719253540039,0.000611424446105957,2000,0.4944834503510532,0.0,0.4888211382113821
raw,xgboost,20,500,0.542271135567784,0.36285014859853004,0.5392007881030141,0.09596700001246888,0.3628231204666279,0.3657777886542295,0.1428208351135254,0.0006117303112615879,1999,0.5322331098504384,0.0,0.5563173359451518
raw,xgboost,20,1000,0.5370370370370371,0.35755076313416795,0.5317549818489227,0.09026745315224806,0.36215757454927083,0.36328177374727266,0.1085958480834961,0.00037791373374106526,1998,0.5043103448275862,0.0,0.5683419445749178
raw,xgboost,20,5000,0.5336683417085427,0.2891843445146764,0.4476991677068497,0.03238456927885563,0.3492785422505494,0.340147020365467,0.08135676383972168,0.000744728586781564,1990,0.6720905553590378,0.0,0.19546247818499127
raw,xgboost,20,10000,0.5712121212121212,0.3139820988819853,0.49527758700655566,0.09493115484304379,0.3819333040167776,0.3539238064464458,0.09162211418151855,0.0006433689233028526,1980,0.7013717903622934,0.0,0.24057450628366248
raw,xgboost,40,100,0.498,0.3347491767427367,0.4925171150482725,0.015103648644215296,0.33226615764399825,0.33853555637531235,0.08924508094787598,0.0003706216812133789,2000,0.48554913294797686,0.0,0.5186983972802331
raw,xgboost,40,500,0.5282641320660331,0.35352676810603917,0.5253911391473949,0.06771554164994902,0.3532859119547549,0.35624593832508084,0.08503890037536621,0.0003681831684274755,1999,0.519774011299435,0.0,0.5408062930186824
raw,xgboost,40,1000,0.545045045045045,0.36358433278102575,0.5411744021388512,0.10386830316332189,0.3664897178383549,0.36804836064352653,0.0867929458618164,0.00038197090675880956,1998,0.5216473072861668,0.0,0.5691056910569106
raw,xgboost,40,5000,0.5366834170854271,0.2896744229919524,0.44859606918206435,0.041816688004505775,0.35473861520730515,0.34195310712301,0.08327221870422363,0.00036349847688147774,1990,0.6753612971448714,0.0,0.1936619718309859
raw,xgboost,40,10000,0.5717171717171717,0.31304394681373715,0.4941430412142151,0.09658029519844036,0.3834471902402599,0.35400527767881557,0.08664178848266602,0.0003656955680461845,1980,0.7024561403508772,0.0,0.23667570009033423
